locus_1,locus_2,locus_3,locus_4,locus_5,locus_6,locus_7,locus_8,locus_9,locus_10,locus_11,locus_12,locus_13,locus_14,locus_15,id
129,242,109,366,424,104,210,168,109,82,125,242,209,270,124,sample_1957
121,236,105,364,426,107,215,168,97,82,119,236,213,266,124,sample_1958
129,242,105,370,428,104,210,159,109,82,127,242,213,272,122,sample_1959
125,245,101,368,424,107,210,164,109,80,125,245,209,272,122,sample_1960
119,239,101,362,428,107,210,168,106,86,119,233,201,264,124,sample_1961
129,239,113,368,428,104,210,159,112,86,125,233,201,262,124,sample_1962
125,239,109,370,424,107,215,168,100,82,127,239,213,264,124,sample_1963
121,239,109,372,426,101,215,168,106,82,129,239,209,264,124,sample_1964
125,239,105,370,428,104,215,172,100,82,127,239,205,261,124,sample_1965
127,242,109,364,428,110,210,172,112,84,127,245,209,272,122,sample_1966
119,239,105,362,428,107,210,168,106,84,125,236,213,264,124,sample_1967
125,245,101,370,428,110,210,164,103,82,127,245,213,272,122,sample_1968
125,242,109,364,428,107,210,164,106,82,127,239,205,262,122,sample_1969
119,236,113,368,426,98,210,159,106,82,123,239,205,264,124,sample_1970
119,236,101,362,428,104,215,176,106,86,123,236,213,261,124,sample_1971
129,242,101,364,428,104,210,164,106,82,127,245,205,272,122,sample_1972
121,242,109,368,422,101,215,172,103,80,123,245,209,262,122,sample_1973
127,242,105,362,428,107,210,164,103,82,129,233,213,270,122,sample_1974
125,242,105,368,428,104,210,164,106,82,127,236,213,264,124,sample_1975
125,239,105,368,426,98,215,172,100,78,125,239,205,262,124,sample_1976
127,245,101,364,424,104,215,172,109,82,127,233,205,264,122,sample_1977
119,236,109,364,426,101,210,172,100,86,125,233,205,268,122,sample_1978
125,236,113,370,426,104,215,172,100,80,125,239,209,264,124,sample_1979
127,236,105,364,422,107,210,172,100,82,119,236,213,264,122,sample_1980
125,245,101,372,428,107,210,168,106,82,125,233,213,272,122,sample_1981
121,239,105,370,424,104,215,168,106,78,125,245,213,261,124,sample_1982
127,233,109,372,426,98,215,159,100,82,127,239,205,262,124,sample_1983
123,239,105,370,428,107,210,172,106,86,119,236,209,262,122,sample_1984
121,239,105,364,424,107,215,164,109,80,129,233,201,262,124,sample_1985
127,239,105,372,428,110,215,164,109,82,129,242,205,272,122,sample_1986
127,245,109,364,428,104,210,164,106,82,127,233,213,262,122,sample_1987
123,239,113,372,428,107,215,172,97,78,123,239,213,261,124,sample_1988
121,233,113,366,424,98,210,159,97,84,119,233,209,261,124,sample_1989
127,233,105,370,428,107,210,164,109,82,129,242,213,266,122,sample_1990
125,239,105,368,428,101,215,168,106,82,127,242,205,264,124,sample_1991
123,242,109,370,428,107,210,172,106,86,119,236,201,264,124,sample_1992
125,245,105,370,426,101,215,168,97,78,123,239,209,264,122,sample_1993
125,242,109,370,424,101,215,159,103,82,125,233,209,264,122,sample_1994
125,245,101,370,426,104,210,164,106,82,127,245,213,272,122,sample_1995
127,236,101,368,426,107,215,172,106,86,123,236,209,264,122,sample_1996
119,236,109,364,422,107,210,172,106,86,123,236,201,261,122,sample_1997
129,245,109,364,428,107,210,164,106,82,127,239,213,270,124,sample_1998
121,239,105,370,422,101,215,168,100,82,125,239,209,261,124,sample_1999
123,239,109,368,422,101,215,168,103,80,123,245,213,262,124,sample_2000
123,233,105,368,422,104,215,172,97,80,127,239,213,261,124,sample_2001
129,245,101,364,428,104,210,164,97,82,129,242,209,272,124,sample_2002
119,242,105,368,426,104,210,172,106,86,119,236,205,264,122,sample_2003
127,236,109,372,426,101,215,164,97,82,127,236,209,261,124,sample_2004
121,236,113,370,424,110,210,176,109,86,123,236,205,262,124,sample_2005
127,239,105,370,428,101,215,168,100,82,125,239,205,262,124,sample_2006
119,233,105,370,426,104,210,159,103,82,125,233,209,266,122,sample_2007
125,239,113,372,426,104,215,164,103,78,127,242,209,264,122,sample_2008
125,239,109,368,424,98,215,168,100,78,125,239,213,262,122,sample_2009
119,233,101,361,428,104,215,164,103,80,125,233,213,264,122,sample_2010
119,239,113,361,424,104,210,172,97,80,123,242,205,262,124,sample_2011
129,239,109,368,424,101,215,168,97,78,127,239,209,262,124,sample_2012
125,236,109,366,426,104,210,159,112,82,125,242,213,268,122,sample_2013
127,236,105,370,428,98,210,164,106,82,129,245,213,262,122,sample_2014
123,242,105,364,422,107,215,176,106,82,119,233,205,262,122,sample_2015
119,239,109,364,428,104,210,172,100,86,125,236,205,270,124,sample_2016
119,233,109,364,428,107,210,172,100,80,123,236,209,264,122,sample_2017
129,239,109,372,424,101,215,168,106,80,125,239,205,261,124,sample_2018
129,239,105,372,422,101,215,176,106,78,125,239,205,264,124,sample_2019
129,233,101,362,426,104,210,164,106,86,127,239,205,262,124,sample_2020
119,236,109,361,428,110,210,159,103,86,123,236,209,264,122,sample_2021
129,239,113,370,426,104,215,168,100,82,129,242,209,264,124,sample_2022
125,233,105,370,422,98,210,172,97,78,125,239,209,261,124,sample_2023
119,236,105,361,424,110,215,172,109,80,125,236,205,264,124,sample_2024
125,236,109,370,424,107,210,159,109,86,125,236,205,270,124,sample_2025
125,236,109,364,424,107,210,172,109,86,125,233,213,268,124,sample_2026
129,239,109,370,422,104,215,168,97,80,123,239,205,261,124,sample_2027
129,242,105,370,424,101,215,172,97,82,125,236,209,262,124,sample_2028
125,233,109,372,422,98,215,168,97,80,125,239,209,264,124,sample_2029
127,242,105,364,428,104,210,172,100,82,125,236,213,272,122,sample_2030
127,245,113,370,426,101,215,164,103,78,125,239,209,264,124,sample_2031
125,245,101,372,426,107,210,159,109,80,125,245,213,266,122,sample_2032
129,233,113,372,428,101,210,172,100,80,125,239,205,262,124,sample_2033
127,242,105,372,428,104,210,164,109,82,125,245,209,266,124,sample_2034
127,245,101,370,428,107,210,159,109,84,127,245,213,272,122,sample_2035
127,239,109,372,428,98,215,164,103,78,129,239,213,261,124,sample_2036
127,239,113,370,426,101,215,168,97,80,125,239,205,261,124,sample_2037
127,239,105,362,428,104,210,172,103,86,123,236,209,264,122,sample_2038
127,239,109,368,428,104,215,164,97,78,127,239,205,262,124,sample_2039
121,233,113,362,422,104,210,164,109,82,119,233,201,264,124,sample_2040
127,239,109,370,428,98,215,168,103,82,129,239,205,261,124,sample_2041
123,239,109,372,426,104,215,172,100,80,129,239,205,261,124,sample_2042
129,236,113,370,426,104,210,164,106,86,125,242,209,261,124,sample_2043
129,242,105,370,428,101,215,168,106,82,123,239,205,262,124,sample_2044
125,239,109,372,424,104,210,168,103,78,125,233,209,261,122,sample_2045
127,239,105,370,426,101,215,168,100,80,129,242,209,264,124,sample_2046
125,239,105,372,422,98,215,168,97,80,125,239,209,261,124,sample_2047
121,242,105,366,422,104,215,159,97,86,125,239,205,264,122,sample_2048
127,239,113,370,424,101,215,168,103,78,127,233,205,261,124,sample_2049
119,236,113,362,426,104,210,172,106,80,123,233,213,264,122,sample_2050
129,233,113,372,428,104,215,172,100,82,123,239,213,261,122,sample_2051
129,239,113,370,428,104,215,168,100,78,125,233,205,262,124,sample_2052
125,239,113,370,426,101,215,168,103,78,129,239,209,264,122,sample_2053
127,236,113,370,428,107,215,168,103,78,127,233,205,264,124,sample_2054
123,236,105,362,428,107,210,164,106,80,125,236,213,264,122,sample_2055
121,233,113,366,426,98,210,172,109,82,121,236,205,262,122,sample_2056
121,239,105,364,428,110,210,159,97,82,119,236,205,264,122,sample_2057
119,239,109,364,424,101,210,159,103,86,121,233,205,262,122,sample_2058
127,239,105,364,428,110,210,164,112,84,127,236,213,272,122,sample_2059
121,233,113,364,428,107,210,164,106,86,123,236,205,268,124,sample_2060
125,242,105,368,428,101,210,172,109,82,125,245,209,270,122,sample_2061
121,239,109,372,424,101,215,168,106,78,125,239,205,261,122,sample_2062
129,245,101,362,426,104,210,164,97,80,125,236,209,272,122,sample_2063
123,242,101,370,422,98,210,172,106,86,119,239,205,270,124,sample_2064
127,242,101,362,428,107,210,168,106,82,129,245,209,272,124,sample_2065
123,239,105,372,424,98,215,172,106,78,125,239,213,261,124,sample_2066
121,233,101,370,426,107,210,176,103,86,121,239,201,264,122,sample_2067
127,239,109,372,422,101,215,164,103,80,125,233,213,261,124,sample_2068
125,233,109,366,422,107,215,164,106,84,125,236,209,262,124,sample_2069
123,239,105,372,426,101,215,168,103,78,129,239,205,261,124,sample_2070
129,239,109,370,428,104,215,172,97,82,127,236,213,261,124,sample_2071
127,233,105,368,428,107,210,164,106,80,125,242,213,264,122,sample_2072
125,242,101,364,424,104,215,164,106,80,127,233,209,272,122,sample_2073
119,239,105,364,422,104,210,172,106,84,121,242,205,264,124,sample_2074
127,233,101,364,428,104,210,172,103,86,121,236,205,264,122,sample_2075
123,239,113,366,428,107,210,172,106,86,125,242,205,264,124,sample_2076
129,236,109,364,428,107,215,164,109,84,127,245,205,272,122,sample_2077
127,239,105,372,428,101,215,172,106,78,125,245,205,261,124,sample_2078
123,239,105,361,424,107,210,164,106,86,125,239,205,262,124,sample_2079
125,233,109,372,426,98,215,168,97,78,125,236,209,262,124,sample_2080
129,236,105,364,428,98,210,176,100,86,123,239,213,264,124,sample_2081
121,239,101,362,426,107,210,172,103,86,127,236,205,264,124,sample_2082
127,245,105,364,428,104,210,164,100,80,129,245,213,268,124,sample_2083
127,233,109,372,424,107,210,172,109,84,125,239,213,272,122,sample_2084
127,233,105,362,428,104,210,168,97,82,127,245,209,264,124,sample_2085
129,239,113,370,428,98,215,164,100,80,127,239,205,264,122,sample_2086
127,245,109,364,428,104,210,164,106,82,125,245,213,272,122,sample_2087
127,239,109,370,424,104,215,168,100,80,127,239,209,262,124,sample_2088
119,236,113,362,428,104,215,176,106,86,125,236,209,262,124,sample_2089
125,236,109,372,428,107,215,164,103,78,125,239,213,262,124,sample_2090
121,236,105,370,428,104,215,176,106,82,119,236,209,266,124,sample_2091
121,239,105,370,428,98,215,168,106,82,125,239,205,264,124,sample_2092
125,239,105,372,426,101,215,168,100,80,127,236,209,264,124,sample_2093
127,242,105,364,424,104,215,172,103,82,121,236,209,268,124,sample_2094
127,236,109,368,422,104,215,168,100,78,125,239,213,264,124,sample_2095
123,236,109,364,428,107,210,164,106,86,119,236,209,264,124,sample_2096
129,242,105,364,428,107,210,168,106,82,129,242,213,266,122,sample_2097
125,245,105,372,428,98,210,172,97,80,127,245,213,266,122,sample_2098
127,242,105,364,428,104,210,159,103,82,127,242,213,266,122,sample_2099
127,242,101,372,428,104,210,164,100,80,125,245,205,272,122,sample_2100
125,245,105,372,428,101,215,159,100,84,129,245,213,272,124,sample_2101
129,239,105,372,428,107,210,164,109,82,125,239,213,268,122,sample_2102
129,239,109,361,422,104,210,172,100,86,125,236,209,264,124,sample_2103
127,245,105,368,428,98,210,164,109,82,127,242,209,264,122,sample_2104
129,239,105,370,424,107,215,168,100,78,123,239,209,261,124,sample_2105
127,233,105,370,428,101,215,164,97,78,125,239,205,262,124,sample_2106
127,245,105,366,428,101,210,164,106,82,125,242,213,272,122,sample_2107
127,239,105,370,428,101,215,172,103,78,127,239,209,262,124,sample_2108
125,239,109,370,428,104,210,164,109,84,127,242,213,272,122,sample_2109
125,242,101,362,426,107,215,164,112,82,129,239,213,262,122,sample_2110
119,239,105,364,426,101,210,164,106,84,123,236,213,270,124,sample_2111
121,236,105,364,428,107,215,172,106,86,121,236,205,262,124,sample_2112
123,236,105,362,422,107,210,172,97,86,125,233,205,264,124,sample_2113
121,239,105,370,424,101,215,172,106,82,129,233,209,261,124,sample_2114
123,239,101,370,426,104,215,168,106,86,123,233,205,262,124,sample_2115
123,242,105,364,428,104,215,172,103,82,123,236,205,264,124,sample_2116
125,239,109,372,426,101,215,172,103,78,123,233,205,264,122,sample_2117
125,236,109,364,422,104,210,172,106,86,123,233,205,266,124,sample_2118
123,239,105,361,426,107,215,172,103,80,129,236,205,266,124,sample_2119
127,242,105,364,426,110,215,164,109,82,127,239,213,268,122,sample_2120
127,236,101,372,428,101,210,164,97,82,127,245,213,272,124,sample_2121
127,245,105,372,428,107,215,164,106,80,127,245,209,272,124,sample_2122
125,245,105,364,428,107,210,172,109,82,127,242,205,272,124,sample_2123
125,233,105,370,428,104,210,164,100,80,127,245,209,261,124,sample_2124
121,239,101,364,422,98,210,164,112,86,125,239,201,262,122,sample_2125
129,239,105,368,426,104,215,168,100,80,125,239,213,261,124,sample_2126
119,236,101,362,424,107,210,172,106,82,125,236,205,266,124,sample_2127
119,239,109,364,428,107,215,172,112,82,125,236,205,264,122,sample_2128
125,242,105,364,422,110,210,172,106,86,129,233,213,261,122,sample_2129
127,239,109,372,422,101,215,176,103,80,125,239,205,264,124,sample_2130
129,242,105,364,426,104,210,164,109,82,125,236,209,264,122,sample_2131
129,239,105,362,422,104,210,168,106,86,125,239,201,264,122,sample_2132
125,236,109,370,422,101,215,172,97,82,127,233,209,262,122,sample_2133
119,239,113,364,424,98,210,172,106,84,123,242,205,264,124,sample_2134
129,242,109,364,426,107,210,164,109,84,125,233,213,268,122,sample_2135
127,245,101,370,426,104,210,164,109,82,125,233,205,272,124,sample_2136
125,245,105,372,428,107,215,172,109,82,125,242,205,272,122,sample_2137
119,239,105,364,424,98,210,164,109,86,125,236,205,262,124,sample_2138
125,236,105,370,426,107,210,159,109,80,123,236,205,266,124,sample_2139
127,239,101,364,428,98,210,164,112,82,127,245,213,264,122,sample_2140
127,239,113,370,426,104,210,168,97,80,129,242,213,261,124,sample_2141
125,245,109,372,426,110,210,172,109,82,125,245,209,266,122,sample_2142
125,239,109,370,428,101,215,172,97,82,125,236,209,262,124,sample_2143
125,239,109,370,424,101,215,176,100,78,127,242,213,262,124,sample_2144
129,236,105,372,422,98,215,164,100,78,129,236,205,261,124,sample_2145
125,239,109,372,428,101,215,172,103,80,127,239,209,261,124,sample_2146
125,233,101,372,426,107,210,159,106,80,125,242,213,272,122,sample_2147
129,233,101,370,428,107,215,164,106,82,125,242,205,264,122,sample_2148
127,245,109,368,428,104,215,164,109,80,127,245,209,264,124,sample_2149
127,245,109,366,428,107,210,172,109,80,127,245,209,262,122,sample_2150
125,233,105,368,428,101,210,172,106,80,129,239,205,262,124,sample_2151
125,245,113,370,426,101,215,176,97,80,129,239,205,261,124,sample_2152
127,242,109,372,428,107,215,164,106,82,127,239,213,264,124,sample_2153
121,239,105,362,428,104,210,172,97,82,121,236,205,264,122,sample_2154
127,236,109,372,428,107,215,164,103,82,125,239,209,264,122,sample_2155
129,233,109,364,424,101,215,172,100,86,123,239,201,262,124,sample_2156
127,233,105,372,426,98,215,164,100,78,125,242,213,261,124,sample_2157
123,242,113,364,424,107,215,164,100,86,125,233,201,261,124,sample_2158
123,239,109,366,426,107,210,159,106,82,123,233,209,268,124,sample_2159
127,242,105,372,428,110,210,164,100,82,125,233,209,272,122,sample_2160
119,239,109,364,426,104,215,172,106,80,123,236,209,268,124,sample_2161
121,236,109,364,428,107,215,172,109,86,119,236,205,261,124,sample_2162
123,242,105,364,426,104,210,172,97,86,119,239,205,264,124,sample_2163
121,242,105,368,426,107,210,172,106,80,123,239,201,270,124,sample_2164
119,239,105,370,422,104,210,164,109,86,123,239,205,264,124,sample_2165
129,233,109,370,428,101,215,172,97,82,127,239,205,262,124,sample_2166
127,233,109,370,424,101,210,164,109,82,129,242,209,272,124,sample_2167
119,236,109,364,422,107,210,172,109,84,125,239,213,264,124,sample_2168
127,239,105,368,426,104,215,168,103,78,125,239,213,261,124,sample_2169
125,245,109,372,428,107,210,168,109,80,127,245,213,272,122,sample_2170
121,236,105,366,424,98,215,168,106,86,125,236,209,270,124,sample_2171
119,239,105,370,426,104,210,164,106,86,123,239,205,262,122,sample_2172
121,239,109,372,422,101,215,172,100,82,123,239,209,261,124,sample_2173
127,242,105,364,426,104,210,164,109,80,127,236,213,268,122,sample_2174
129,242,109,368,424,107,210,164,109,82,125,245,213,268,122,sample_2175
123,239,105,372,424,101,215,168,103,80,125,239,213,262,124,sample_2176
125,233,101,364,428,104,210,168,109,82,129,245,209,262,122,sample_2177
125,236,101,370,428,101,210,164,106,82,127,242,209,272,122,sample_2178
121,245,113,372,426,101,210,164,103,78,125,239,205,261,124,sample_2179
121,242,105,361,426,101,210,168,97,80,119,236,205,261,124,sample_2180
129,242,109,370,428,107,215,168,100,80,127,239,205,262,122,sample_2181
127,233,101,372,428,104,210,172,100,82,125,245,205,272,122,sample_2182
127,245,101,372,428,107,210,164,109,84,125,242,205,272,122,sample_2183
125,245,109,362,428,110,215,172,109,82,127,242,213,272,122,sample_2184
125,239,113,370,426,101,215,168,106,80,127,239,205,261,124,sample_2185
119,239,113,364,428,107,210,164,106,86,125,236,205,262,124,sample_2186
123,239,109,372,428,101,215,159,97,82,125,239,213,261,124,sample_2187
125,239,105,372,424,107,215,176,100,82,127,239,205,262,124,sample_2188
127,242,109,372,424,107,215,176,106,80,127,233,205,262,124,sample_2189
121,233,105,364,424,107,215,168,106,86,121,233,213,264,124,sample_2190
127,245,105,372,428,104,210,164,109,80,125,242,209,272,122,sample_2191
129,233,105,366,428,101,210,164,109,82,127,245,213,272,124,sample_2192
123,239,109,364,424,104,215,164,106,80,123,233,205,266,124,sample_2193
127,236,109,372,428,101,215,176,100,78,129,239,205,261,124,sample_2194
125,239,105,370,424,101,215,172,100,78,127,239,205,261,124,sample_2195
127,236,109,364,424,104,210,164,109,82,127,245,213,270,122,sample_2196
123,239,113,370,424,101,215,164,100,78,127,239,205,262,124,sample_2197
129,233,101,364,424,107,210,172,106,80,123,236,201,264,122,sample_2198
127,245,101,362,426,101,210,164,112,80,125,239,209,266,122,sample_2199
123,233,105,362,426,107,210,172,100,86,123,236,205,264,124,sample_2200
125,239,113,370,424,104,215,172,106,80,123,239,209,261,124,sample_2201
129,236,109,370,426,101,215,168,103,78,129,239,205,261,124,sample_2202
121,236,109,370,428,101,215,164,100,84,123,236,201,262,122,sample_2203
123,236,109,370,422,110,215,159,106,84,119,236,205,262,124,sample_2204
129,236,109,364,426,98,210,172,106,82,127,245,213,262,122,sample_2205
123,239,105,364,422,101,215,172,106,80,121,236,209,264,122,sample_2206
125,239,105,372,426,107,215,168,100,78,125,239,205,262,124,sample_2207
125,236,109,372,426,104,215,172,100,82,127,239,209,262,122,sample_2208
123,239,105,372,426,101,215,164,103,82,127,236,213,262,124,sample_2209
123,233,101,361,426,104,210,172,100,86,123,239,205,264,124,sample_2210
121,236,101,368,428,104,210,172,106,82,125,242,205,268,124,sample_2211
125,233,113,370,426,104,210,168,97,78,127,233,205,261,124,sample_2212
129,245,109,372,428,104,210,164,100,80,127,236,213,268,122,sample_2213
123,236,105,364,424,98,210,172,109,86,123,233,209,264,122,sample_2214
129,236,101,370,428,101,210,164,112,82,125,245,209,272,124,sample_2215
125,239,105,372,422,101,215,168,106,82,127,242,205,261,124,sample_2216
129,233,109,368,428,98,215,168,103,80,125,239,213,261,124,sample_2217
121,236,113,364,422,107,215,172,106,82,123,239,213,261,124,sample_2218
121,242,105,364,428,101,210,168,106,84,125,239,201,264,124,sample_2219
125,233,109,370,428,104,215,176,100,78,125,236,209,264,124,sample_2220
127,242,105,368,428,101,210,164,112,82,127,245,213,272,122,sample_2221
123,233,113,368,422,107,210,172,109,84,121,236,205,261,124,sample_2222
123,239,109,372,424,98,215,168,100,82,123,239,213,262,122,sample_2223
125,242,113,370,428,104,215,159,103,78,127,239,209,264,124,sample_2224
121,233,105,372,428,101,215,168,100,82,127,239,205,261,124,sample_2225
123,239,105,364,428,104,215,172,106,84,121,233,201,266,124,sample_2226
123,236,109,364,428,107,210,172,109,86,123,233,201,264,124,sample_2227
129,242,101,364,426,104,210,168,97,82,125,245,213,266,122,sample_2228
121,239,109,364,424,107,210,172,112,86,123,242,205,268,124,sample_2229
123,242,101,370,424,104,210,168,106,86,121,233,205,262,122,sample_2230
127,233,105,364,428,104,210,172,106,86,125,236,205,261,124,sample_2231
119,236,105,364,426,107,210,159,109,84,121,236,205,262,124,sample_2232
123,236,109,362,424,107,210,164,106,84,125,242,205,262,124,sample_2233
123,239,105,368,428,107,210,159,106,80,121,236,205,261,124,sample_2234
127,233,101,362,426,98,210,159,103,82,127,245,213,272,122,sample_2235
123,236,101,364,424,101,210,172,106,86,121,233,209,268,124,sample_2236
125,236,109,372,428,101,215,172,97,80,127,239,213,264,124,sample_2237
129,239,101,370,428,107,210,164,109,80,129,233,205,270,124,sample_2238
125,236,109,372,428,104,215,172,106,82,125,239,205,262,122,sample_2239
125,242,105,372,428,107,215,164,106,82,125,242,209,266,122,sample_2240
129,239,109,372,422,101,215,168,106,78,125,239,213,262,124,sample_2241
129,245,105,370,424,101,210,172,109,82,129,239,213,272,122,sample_2242
119,239,105,361,428,104,210,172,97,80,129,239,205,268,124,sample_2243
125,239,113,370,428,98,215,168,103,78,129,239,209,261,124,sample_2244
125,239,105,370,428,107,210,172,103,82,125,239,209,264,124,sample_2245
119,239,113,364,422,104,215,172,106,84,119,236,205,270,124,sample_2246
125,239,113,372,424,101,210,168,103,78,129,239,205,264,124,sample_2247
125,239,105,372,424,101,210,172,100,78,127,239,205,262,124,sample_2248
127,239,113,368,422,104,215,168,97,80,127,239,209,261,124,sample_2249
129,239,109,372,428,104,215,172,100,80,123,242,213,261,122,sample_2250
121,233,105,364,426,107,210,168,106,84,125,239,209,262,124,sample_2251
129,239,105,372,428,101,215,172,100,78,129,239,205,264,124,sample_2252
123,236,109,372,424,101,215,172,100,82,127,239,205,264,124,sample_2253
125,239,113,368,428,98,215,168,103,78,125,233,205,261,124,sample_2254
129,239,105,372,426,104,215,168,106,80,125,236,213,261,124,sample_2255
123,239,105,372,422,98,215,164,103,80,127,245,209,261,124,sample_2256
123,233,109,372,426,101,215,168,97,80,123,233,205,261,124,sample_2257
127,239,109,370,426,104,215,168,103,78,127,242,209,262,124,sample_2258
127,233,105,364,428,107,210,168,109,82,129,245,209,272,122,sample_2259
119,236,109,364,422,110,215,172,97,82,125,236,209,264,124,sample_2260
121,239,113,364,426,107,210,176,106,86,119,233,213,264,124,sample_2261
125,239,105,370,426,101,215,159,100,78,125,239,209,264,122,sample_2262
123,239,113,366,426,104,210,172,106,86,119,236,213,264,124,sample_2263
127,239,109,372,424,104,215,172,100,78,129,245,209,261,124,sample_2264
123,236,105,361,426,101,215,172,106,86,121,242,209,268,124,sample_2265
119,239,113,362,422,104,215,172,103,86,121,236,201,261,124,sample_2266
125,239,113,368,424,104,210,168,100,78,127,239,205,262,124,sample_2267
121,236,101,362,424,101,215,172,109,84,125,239,205,268,124,sample_2268
125,233,105,364,428,107,210,164,109,80,127,242,213,268,122,sample_2269
125,239,109,372,428,101,215,172,106,82,127,233,209,262,124,sample_2270
119,242,105,362,424,104,210,164,106,80,127,239,205,268,124,sample_2271
119,242,105,364,428,107,210,172,109,82,125,239,205,261,124,sample_2272
125,236,113,364,424,107,210,172,106,80,121,242,205,270,122,sample_2273
121,236,105,366,422,104,215,172,100,84,121,242,213,261,124,sample_2274
127,245,109,366,428,110,215,172,112,82,125,239,209,270,122,sample_2275
123,236,105,362,424,107,210,168,103,82,123,233,213,264,122,sample_2276
127,245,109,370,426,104,215,164,100,78,127,236,205,261,122,sample_2277
125,245,101,372,428,98,210,168,97,82,129,245,213,272,122,sample_2278
129,236,113,372,428,101,215,172,97,82,125,239,205,261,124,sample_2279
129,233,109,368,428,107,215,172,97,78,127,239,209,262,124,sample_2280
121,236,105,368,428,107,210,159,100,80,123,233,209,264,124,sample_2281
129,239,109,372,424,104,215,168,106,78,127,239,205,262,124,sample_2282
127,239,105,364,428,104,215,164,109,82,129,242,209,272,122,sample_2283
129,242,105,366,426,104,210,164,112,82,129,245,213,268,122,sample_2284
121,239,105,366,422,107,210,168,106,84,119,233,205,264,122,sample_2285
129,239,101,362,426,104,210,164,100,82,129,245,209,272,124,sample_2286
121,239,109,361,428,107,215,168,97,86,127,233,213,270,124,sample_2287
129,239,101,362,422,101,215,164,100,86,123,239,201,261,122,sample_2288
119,233,113,370,428,104,215,172,106,86,123,239,205,264,124,sample_2289
125,242,109,370,428,104,210,164,109,82,127,245,213,264,124,sample_2290
127,239,113,368,428,101,215,168,106,82,125,239,209,264,124,sample_2291
119,236,109,361,428,104,215,172,112,82,125,236,205,268,124,sample_2292
123,233,105,366,428,107,215,172,97,86,125,239,201,262,122,sample_2293
125,239,113,370,426,98,215,172,100,80,125,239,205,261,124,sample_2294
123,233,113,364,426,104,210,172,106,86,125,242,205,262,122,sample_2295
127,239,101,364,428,107,210,164,109,82,125,245,209,270,122,sample_2296
125,233,109,368,424,101,210,168,100,78,127,239,213,261,124,sample_2297
125,242,105,364,428,101,215,164,106,82,127,242,213,272,122,sample_2298
127,239,109,372,428,101,215,172,106,82,129,239,209,264,124,sample_2299
125,242,105,366,426,104,210,164,109,84,129,233,209,264,122,sample_2300
129,239,105,370,424,98,215,159,97,78,125,233,213,264,124,sample_2301
125,236,105,372,422,101,215,164,97,80,125,236,209,261,124,sample_2302
121,236,105,372,424,98,215,172,100,80,125,239,209,262,124,sample_2303
125,239,109,372,424,104,215,172,106,78,125,239,213,262,124,sample_2304
123,233,101,370,422,110,210,172,109,86,125,236,205,262,122,sample_2305
123,233,113,364,426,104,210,172,112,82,123,233,205,262,124,sample_2306
125,239,101,364,424,104,215,164,109,84,127,245,213,272,122,sample_2307
119,236,113,364,422,107,210,172,109,80,123,236,213,264,124,sample_2308
125,236,109,364,424,104,215,172,109,86,119,239,209,268,124,sample_2309
127,236,109,370,428,101,215,172,103,78,125,236,213,261,124,sample_2310
125,242,105,364,428,98,210,164,109,80,129,233,213,270,122,sample_2311
127,239,105,364,426,104,210,159,106,80,125,236,205,261,124,sample_2312
129,239,109,372,428,101,215,172,97,82,127,233,209,261,124,sample_2313
125,239,113,372,428,101,215,164,103,78,125,239,209,262,124,sample_2314
129,239,109,370,424,104,215,159,100,80,129,239,205,264,124,sample_2315
125,239,109,372,426,104,215,172,97,80,127,245,209,261,124,sample_2316
125,239,105,370,422,98,215,159,100,82,127,239,205,264,124,sample_2317
125,239,109,372,426,104,210,168,106,80,127,239,209,262,124,sample_2318
123,233,105,370,426,104,215,172,106,82,127,236,205,264,124,sample_2319
127,245,105,362,428,101,215,159,109,82,127,242,205,266,124,sample_2320
129,233,101,362,428,110,215,164,109,82,127,242,213,266,122,sample_2321
125,239,109,368,424,101,215,168,100,78,127,239,213,261,124,sample_2322
121,239,105,370,424,104,210,172,97,82,125,239,213,264,122,sample_2323
119,239,113,370,428,101,215,172,100,86,125,236,205,264,124,sample_2324
129,245,109,372,426,101,215,176,103,80,123,239,209,262,124,sample_2325
129,245,101,372,426,101,210,164,103,82,129,242,209,272,122,sample_2326
127,239,109,370,424,101,215,168,100,78,125,239,205,261,122,sample_2327
129,239,105,370,428,104,215,164,97,78,125,239,205,261,124,sample_2328
127,245,105,362,428,104,210,164,106,80,129,245,205,262,124,sample_2329
123,236,109,372,428,104,215,172,103,78,127,236,205,261,124,sample_2330
125,242,101,362,428,104,210,164,97,82,125,245,209,268,124,sample_2331
129,239,109,372,428,101,215,168,100,78,123,239,205,262,124,sample_2332
121,233,105,370,428,104,210,164,97,82,125,236,213,264,124,sample_2333
129,236,109,372,424,101,215,168,100,82,125,239,213,264,124,sample_2334
127,242,105,362,426,110,210,164,103,82,127,245,213,272,122,sample_2335
121,233,105,361,422,107,210,172,106,82,119,239,209,262,124,sample_2336
121,233,109,361,422,104,210,168,97,86,121,236,201,268,122,sample_2337
129,233,105,370,422,101,215,172,106,78,127,239,205,261,124,sample_2338
129,239,105,372,422,98,215,172,106,80,125,239,209,261,124,sample_2339
121,236,105,368,428,107,210,172,106,86,121,233,205,261,124,sample_2340
127,245,101,372,428,104,215,164,109,84,129,236,213,266,122,sample_2341
125,236,105,364,426,104,210,172,97,84,125,236,213,266,122,sample_2342
